y,age,fnlwgt,edu_num,cap_gain,cap_loss,hours
0.000000,49.000000,193366.000000,9.000000,0.000000,0.000000,40.000000
0.000000,23.000000,190709.000000,12.000000,0.000000,0.000000,52.000000
0.000000,20.000000,266015.000000,10.000000,0.000000,0.000000,44.000000
0.000000,45.000000,386940.000000,13.000000,0.000000,1408.000000,40.000000
0.000000,30.000000,59951.000000,10.000000,0.000000,0.000000,40.000000
0.000000,22.000000,311512.000000,10.000000,0.000000,0.000000,15.000000
0.000000,48.000000,242406.000000,7.000000,0.000000,0.000000,40.000000
0.000000,21.000000,197200.000000,10.000000,0.000000,0.000000,40.000000
0.000000,19.000000,544091.000000,9.000000,0.000000,0.000000,25.000000
1.000000,31.000000,84154.000000,10.000000,0.000000,0.000000,38.000000
0.000000,48.000000,265477.000000,12.000000,0.000000,0.000000,40.000000
0.000000,31.000000,507875.000000,5.000000,0.000000,0.000000,43.000000
0.000000,53.000000,88506.000000,13.000000,0.000000,0.000000,40.000000
0.000000,24.000000,172987.000000,13.000000,0.000000,0.000000,50.000000
0.000000,49.000000,94638.000000,9.000000,0.000000,0.000000,40.000000
0.000000,25.000000,289980.000000,9.000000,0.000000,0.000000,35.000000
1.000000,57.000000,337895.000000,13.000000,0.000000,0.000000,40.000000
0.000000,53.000000,144361.000000,9.000000,0.000000,0.000000,38.000000
0.000000,44.000000,128354.000000,14.000000,0.000000,0.000000,40.000000
0.000000,41.000000,101603.000000,11.000000,0.000000,0.000000,40.000000
0.000000,29.000000,271466.000000,11.000000,0.000000,0.000000,43.000000
0.000000,25.000000,32275.000000,10.000000,0.000000,0.000000,40.000000
0.000000,18.000000,226956.000000,9.000000,0.000000,0.000000,30.000000
1.000000,47.000000,51835.000000,15.000000,0.000000,1902.000000,60.000000
1.000000,50.000000,251585.000000,13.000000,0.000000,0.000000,55.000000
0.000000,47.000000,109832.000000,9.000000,0.000000,0.000000,60.000000
1.000000,43.000000,237993.000000,10.000000,0.000000,0.000000,40.000000
0.000000,46.000000,216666.000000,3.000000,0.000000,0.000000,40.000000
0.000000,35.000000,56352.000000,11.000000,0.000000,0.000000,40.000000
0.000000,41.000000,147372.000000,9.000000,0.000000,0.000000,48.000000
0.000000,30.000000,188146.000000,9.000000,5013.000000,0.000000,40.000000
0.000000,30.000000,59496.000000,13.000000,2407.000000,0.000000,40.000000
0.000000,32.000000,293936.000000,4.000000,0.000000,0.000000,40.000000
0.000000,48.000000,149640.000000,9.000000,0.000000,0.000000,40.000000
1.000000,42.000000,116632.000000,16.000000,0.000000,0.000000,45.000000
0.000000,29.000000,105598.000000,10.000000,0.000000,0.000000,58.000000
0.000000,36.000000,155537.000000,9.000000,0.000000,0.000000,40.000000
0.000000,28.000000,183175.000000,10.000000,0.000000,0.000000,40.000000
1.000000,53.000000,169846.000000,9.000000,0.000000,0.000000,40.000000
1.000000,49.000000,191681.000000,10.000000,0.000000,0.000000,50.000000
0.000000,25.000000,200681.000000,10.000000,0.000000,0.000000,40.000000
0.000000,19.000000,101509.000000,10.000000,0.000000,0.000000,32.000000
0.000000,31.000000,309974.000000,13.000000,0.000000,0.000000,40.000000
1.000000,29.000000,162298.000000,13.000000,0.000000,0.000000,70.000000
0.000000,23.000000,211678.000000,10.000000,0.000000,0.000000,40.000000
0.000000,79.000000,124744.000000,10.000000,0.000000,0.000000,20.000000
0.000000,27.000000,213921.000000,9.000000,0.000000,0.000000,40.000000
0.000000,40.000000,32214.000000,12.000000,0.000000,0.000000,40.000000
0.000000,67.000000,212759.000000,6.000000,0.000000,0.000000,2.000000
0.000000,18.000000,309634.000000,7.000000,0.000000,0.000000,22.000000
0.000000,31.000000,125927.000000,4.000000,0.000000,0.000000,40.000000
0.000000,18.000000,446839.000000,9.000000,0.000000,0.000000,30.000000
0.000000,52.000000,276515.000000,13.000000,0.000000,0.000000,40.000000
0.000000,46.000000,51618.000000,9.000000,0.000000,0.000000,40.000000
0.000000,59.000000,159937.000000,9.000000,0.000000,0.000000,48.000000
1.000000,44.000000,343591.000000,9.000000,14344.000000,0.000000,40.000000
0.000000,53.000000,346253.000000,9.000000,0.000000,0.000000,35.000000
1.000000,49.000000,268234.000000,9.000000,0.000000,0.000000,40.000000
0.000000,33.000000,202051.000000,14.000000,0.000000,0.000000,50.000000
0.000000,30.000000,54334.000000,5.000000,0.000000,0.000000,40.000000
1.000000,43.000000,410867.000000,16.000000,0.000000,0.000000,50.000000
0.000000,57.000000,249977.000000,11.000000,0.000000,0.000000,40.000000
0.000000,37.000000,286730.000000,10.000000,0.000000,0.000000,40.000000
0.000000,28.000000,212563.000000,10.000000,0.000000,0.000000,25.000000
0.000000,30.000000,117747.000000,9.000000,0.000000,1573.000000,35.000000
1.000000,34.000000,226296.000000,13.000000,0.000000,0.000000,40.000000
0.000000,29.000000,115585.000000,10.000000,0.000000,0.000000,50.000000
1.000000,48.000000,191277.000000,16.000000,0.000000,1902.000000,60.000000
1.000000,37.000000,202683.000000,10.000000,0.000000,0.000000,48.000000
0.000000,48.000000,171095.000000,12.000000,0.000000,0.000000,40.000000
0.000000,32.000000,249409.000000,9.000000,0.000000,0.000000,40.000000
1.000000,76.000000,124191.000000,14.000000,0.000000,0.000000,40.000000
1.000000,44.000000,198282.000000,13.000000,15024.000000,0.000000,60.000000
0.000000,47.000000,149116.000000,14.000000,0.000000,0.000000,50.000000
0.000000,20.000000,188300.000000,10.000000,0.000000,0.000000,40.000000
0.000000,29.000000,103432.000000,9.000000,0.000000,0.000000,40.000000
1.000000,32.000000,317660.000000,9.000000,7688.000000,0.000000,40.000000
0.000000,17.000000,304873.000000,6.000000,34095.000000,0.000000,32.000000
0.000000,30.000000,194901.000000,7.000000,0.000000,0.000000,40.000000
0.000000,31.000000,189265.000000,9.000000,0.000000,0.000000,40.000000
0.000000,42.000000,124692.000000,9.000000,0.000000,0.000000,40.000000
0.000000,24.000000,432376.000000,13.000000,0.000000,0.000000,40.000000
1.000000,38.000000,65324.000000,15.000000,0.000000,0.000000,40.000000
1.000000,56.000000,335605.000000,9.000000,0.000000,1887.000000,50.000000
0.000000,28.000000,377869.000000,10.000000,4064.000000,0.000000,25.000000
0.000000,36.000000,102864.000000,9.000000,0.000000,0.000000,40.000000
0.000000,53.000000,95647.000000,5.000000,0.000000,0.000000,50.000000
0.000000,56.000000,303090.000000,10.000000,0.000000,0.000000,50.000000
1.000000,49.000000,197371.000000,11.000000,0.000000,0.000000,40.000000
0.000000,55.000000,247552.000000,10.000000,0.000000,0.000000,56.000000
0.000000,22.000000,102632.000000,9.000000,0.000000,0.000000,41.000000
0.000000,21.000000,199915.000000,10.000000,0.000000,0.000000,40.000000
0.000000,40.000000,118853.000000,13.000000,0.000000,0.000000,60.000000
0.000000,30.000000,77143.000000,13.000000,0.000000,0.000000,40.000000
1.000000,29.000000,267989.000000,13.000000,0.000000,0.000000,50.000000
0.000000,19.000000,301606.000000,10.000000,0.000000,0.000000,35.000000
1.000000,47.000000,287828.000000,13.000000,0.000000,0.000000,40.000000
0.000000,20.000000,111697.000000,10.000000,0.000000,1719.000000,28.000000
1.000000,31.000000,114937.000000,12.000000,0.000000,0.000000,40.000000
0.000000,35.000000,129305.000000,9.000000,0.000000,0.000000,40.000000
0.000000,39.000000,365739.000000,10.000000,0.000000,0.000000,40.000000
0.000000,28.000000,69621.000000,12.000000,0.000000,0.000000,60.000000
0.000000,24.000000,43323.000000,9.000000,0.000000,1762.000000,40.000000
0.000000,38.000000,120985.000000,9.000000,4386.000000,0.000000,35.000000
0.000000,37.000000,254202.000000,13.000000,0.000000,0.000000,50.000000
0.000000,46.000000,146195.000000,12.000000,0.000000,0.000000,36.000000
1.000000,38.000000,125933.000000,14.000000,0.000000,0.000000,40.000000
0.000000,43.000000,56920.000000,9.000000,0.000000,0.000000,60.000000
0.000000,27.000000,163127.000000,11.000000,0.000000,0.000000,35.000000
0.000000,20.000000,34310.000000,10.000000,0.000000,0.000000,20.000000
1.000000,49.000000,81973.000000,10.000000,0.000000,0.000000,40.000000
0.000000,61.000000,66614.000000,9.000000,0.000000,0.000000,40.000000
0.000000,27.000000,232782.000000,10.000000,0.000000,0.000000,40.000000
0.000000,19.000000,316868.000000,10.000000,0.000000,0.000000,30.000000
1.000000,45.000000,196584.000000,11.000000,0.000000,1564.000000,40.000000
0.000000,70.000000,105376.000000,10.000000,0.000000,0.000000,40.000000
0.000000,31.000000,185814.000000,9.000000,0.000000,0.000000,30.000000
0.000000,22.000000,175374.000000,10.000000,0.000000,0.000000,24.000000
0.000000,36.000000,108293.000000,9.000000,0.000000,0.000000,24.000000
0.000000,64.000000,181232.000000,7.000000,0.000000,2179.000000,40.000000
0.000000,43.000000,174662.000000,10.000000,0.000000,0.000000,40.000000
0.000000,47.000000,186009.000000,10.000000,0.000000,0.000000,38.000000
0.000000,34.000000,198183.000000,9.000000,0.000000,0.000000,40.000000
0.000000,33.000000,163003.000000,13.000000,0.000000,0.000000,40.000000
0.000000,21.000000,296158.000000,9.000000,0.000000,0.000000,35.000000
1.000000,52.000000,252903.000000,9.000000,0.000000,0.000000,45.000000
0.000000,48.000000,187715.000000,9.000000,0.000000,0.000000,46.000000
0.000000,23.000000,214542.000000,13.000000,0.000000,0.000000,40.000000
0.000000,71.000000,494223.000000,10.000000,0.000000,1816.000000,2.000000
0.000000,29.000000,191535.000000,9.000000,0.000000,0.000000,60.000000
0.000000,42.000000,228456.000000,13.000000,0.000000,0.000000,50.000000
0.000000,68.000000,38317.000000,2.000000,0.000000,0.000000,20.000000
0.000000,25.000000,252752.000000,9.000000,0.000000,0.000000,40.000000
0.000000,44.000000,78374.000000,14.000000,0.000000,0.000000,40.000000
0.000000,28.000000,88419.000000,9.000000,0.000000,0.000000,40.000000
1.000000,45.000000,201080.000000,14.000000,0.000000,0.000000,40.000000
0.000000,36.000000,207157.000000,10.000000,0.000000,0.000000,40.000000
0.000000,39.000000,235485.000000,12.000000,0.000000,0.000000,42.000000
0.000000,46.000000,102628.000000,14.000000,0.000000,0.000000,40.000000
0.000000,18.000000,25828.000000,7.000000,0.000000,0.000000,16.000000
0.000000,66.000000,54826.000000,11.000000,0.000000,0.000000,20.000000
0.000000,27.000000,124953.000000,9.000000,0.000000,1980.000000,40.000000
0.000000,28.000000,175325.000000,9.000000,0.000000,0.000000,40.000000
1.000000,51.000000,96062.000000,10.000000,0.000000,1977.000000,40.000000
0.000000,27.000000,428030.000000,13.000000,0.000000,0.000000,50.000000
1.000000,28.000000,149624.000000,13.000000,0.000000,0.000000,40.000000
0.000000,27.000000,253814.000000,9.000000,0.000000,0.000000,25.000000
0.000000,21.000000,312956.000000,9.000000,0.000000,0.000000,40.000000
0.000000,34.000000,483777.000000,9.000000,0.000000,0.000000,40.000000
0.000000,18.000000,183930.000000,9.000000,0.000000,0.000000,12.000000
0.000000,33.000000,37274.000000,13.000000,0.000000,0.000000,65.000000
1.000000,44.000000,181344.000000,10.000000,0.000000,0.000000,38.000000
0.000000,43.000000,114580.000000,10.000000,0.000000,0.000000,40.000000
0.000000,30.000000,633742.000000,10.000000,0.000000,0.000000,45.000000
1.000000,40.000000,286370.000000,4.000000,0.000000,0.000000,40.000000
1.000000,37.000000,29054.000000,10.000000,0.000000,0.000000,42.000000
0.000000,34.000000,304030.000000,9.000000,0.000000,0.000000,40.000000
0.000000,41.000000,143129.000000,13.000000,0.000000,0.000000,40.000000
0.000000,53.000000,135105.000000,13.000000,0.000000,0.000000,50.000000
0.000000,31.000000,99928.000000,14.000000,0.000000,0.000000,50.000000
1.000000,58.000000,109567.000000,16.000000,0.000000,0.000000,1.000000
0.000000,38.000000,155222.000000,10.000000,0.000000,0.000000,28.000000
0.000000,24.000000,159567.000000,10.000000,0.000000,0.000000,40.000000
0.000000,41.000000,523910.000000,13.000000,0.000000,0.000000,40.000000
0.000000,47.000000,120939.000000,10.000000,0.000000,0.000000,45.000000
0.000000,41.000000,130760.000000,13.000000,0.000000,0.000000,24.000000
0.000000,23.000000,197387.000000,3.000000,0.000000,0.000000,40.000000
0.000000,36.000000,99374.000000,10.000000,0.000000,0.000000,40.000000
1.000000,40.000000,56795.000000,14.000000,14084.000000,0.000000,55.000000
1.000000,35.000000,138992.000000,14.000000,7298.000000,0.000000,40.000000
0.000000,24.000000,32921.000000,9.000000,0.000000,0.000000,40.000000
0.000000,26.000000,397317.000000,14.000000,0.000000,1876.000000,40.000000
0.000000,19.000000,170653.000000,9.000000,0.000000,0.000000,40.000000
1.000000,51.000000,259323.000000,13.000000,0.000000,0.000000,50.000000
0.000000,42.000000,254817.000000,10.000000,0.000000,1340.000000,40.000000
0.000000,37.000000,48211.000000,9.000000,0.000000,0.000000,35.000000
0.000000,18.000000,140164.000000,7.000000,0.000000,0.000000,40.000000
1.000000,36.000000,128757.000000,13.000000,7298.000000,0.000000,36.000000
0.000000,35.000000,36270.000000,9.000000,0.000000,0.000000,60.000000
1.000000,58.000000,210563.000000,9.000000,15024.000000,0.000000,35.000000
0.000000,17.000000,65368.000000,7.000000,0.000000,0.000000,12.000000
0.000000,44.000000,160943.000000,9.000000,0.000000,0.000000,40.000000
1.000000,37.000000,208358.000000,9.000000,0.000000,0.000000,40.000000
0.000000,35.000000,153790.000000,10.000000,0.000000,0.000000,40.000000
0.000000,60.000000,85815.000000,9.000000,0.000000,0.000000,40.000000
1.000000,54.000000,125417.000000,4.000000,0.000000,0.000000,40.000000
1.000000,37.000000,635913.000000,13.000000,0.000000,0.000000,60.000000
0.000000,50.000000,313321.000000,12.000000,0.000000,0.000000,40.000000
0.000000,38.000000,182609.000000,13.000000,0.000000,0.000000,50.000000
0.000000,45.000000,109434.000000,13.000000,0.000000,0.000000,55.000000
0.000000,25.000000,255004.000000,6.000000,0.000000,0.000000,40.000000
0.000000,31.000000,197860.000000,10.000000,0.000000,0.000000,40.000000
0.000000,64.000000,187656.000000,2.000000,0.000000,0.000000,40.000000
0.000000,90.000000,51744.000000,9.000000,0.000000,2206.000000,40.000000
0.000000,54.000000,176681.000000,9.000000,0.000000,0.000000,20.000000
0.000000,53.000000,140359.000000,1.000000,0.000000,0.000000,35.000000
0.000000,18.000000,243313.000000,9.000000,0.000000,0.000000,40.000000
0.000000,60.000000,24215.000000,6.000000,0.000000,0.000000,10.000000
0.000000,66.000000,167687.000000,9.000000,1409.000000,0.000000,50.000000
0.000000,75.000000,314209.000000,11.000000,0.000000,0.000000,20.000000
0.000000,65.000000,176796.000000,9.000000,0.000000,0.000000,40.000000
0.000000,35.000000,538583.000000,7.000000,3674.000000,0.000000,40.000000
0.000000,41.000000,130408.000000,9.000000,0.000000,0.000000,38.000000
0.000000,25.000000,159732.000000,10.000000,0.000000,0.000000,42.000000
0.000000,33.000000,110978.000000,10.000000,0.000000,0.000000,40.000000
1.000000,28.000000,76714.000000,15.000000,0.000000,0.000000,55.000000
0.000000,59.000000,268700.000000,9.000000,0.000000,0.000000,40.000000
0.000000,40.000000,170525.000000,10.000000,0.000000,0.000000,38.000000
1.000000,41.000000,180138.000000,13.000000,0.000000,0.000000,50.000000
1.000000,38.000000,115076.000000,14.000000,0.000000,0.000000,70.000000
0.000000,23.000000,115458.000000,9.000000,0.000000,0.000000,40.000000
1.000000,40.000000,347890.000000,13.000000,0.000000,0.000000,40.000000
0.000000,41.000000,196001.000000,9.000000,0.000000,0.000000,20.000000
0.000000,24.000000,273905.000000,12.000000,0.000000,0.000000,50.000000
0.000000,20.000000,119156.000000,10.000000,0.000000,0.000000,20.000000
0.000000,38.000000,179488.000000,10.000000,0.000000,1741.000000,40.000000
0.000000,56.000000,203580.000000,9.000000,0.000000,0.000000,35.000000
1.000000,58.000000,236596.000000,9.000000,0.000000,0.000000,45.000000
0.000000,32.000000,183916.000000,9.000000,0.000000,0.000000,34.000000
1.000000,40.000000,207578.000000,12.000000,0.000000,1977.000000,60.000000
0.000000,45.000000,153141.000000,9.000000,0.000000,0.000000,40.000000
1.000000,41.000000,112763.000000,15.000000,0.000000,0.000000,40.000000
0.000000,42.000000,390781.000000,13.000000,0.000000,0.000000,40.000000
0.000000,59.000000,171328.000000,6.000000,0.000000,0.000000,30.000000
0.000000,19.000000,27382.000000,10.000000,0.000000,0.000000,40.000000
0.000000,58.000000,259014.000000,10.000000,0.000000,0.000000,20.000000
1.000000,42.000000,303044.000000,9.000000,0.000000,0.000000,40.000000
0.000000,20.000000,117789.000000,9.000000,0.000000,0.000000,40.000000
0.000000,32.000000,172579.000000,9.000000,0.000000,0.000000,30.000000
0.000000,45.000000,187666.000000,11.000000,0.000000,0.000000,45.000000
0.000000,50.000000,204518.000000,4.000000,0.000000,0.000000,40.000000
0.000000,36.000000,150042.000000,13.000000,0.000000,0.000000,40.000000
0.000000,45.000000,98092.000000,9.000000,0.000000,0.000000,60.000000
0.000000,17.000000,245918.000000,7.000000,0.000000,0.000000,12.000000
0.000000,59.000000,146013.000000,10.000000,4064.000000,0.000000,40.000000
0.000000,26.000000,378322.000000,7.000000,0.000000,0.000000,40.000000
1.000000,37.000000,257295.000000,10.000000,0.000000,0.000000,75.000000
0.000000,19.000000,218956.000000,10.000000,0.000000,0.000000,24.000000
1.000000,64.000000,21174.000000,9.000000,0.000000,0.000000,40.000000
0.000000,33.000000,185480.000000,13.000000,0.000000,0.000000,45.000000
1.000000,33.000000,222205.000000,9.000000,0.000000,0.000000,40.000000
1.000000,61.000000,69867.000000,9.000000,0.000000,0.000000,40.000000
0.000000,17.000000,191260.000000,5.000000,1055.000000,0.000000,24.000000
0.000000,50.000000,30653.000000,14.000000,2407.000000,0.000000,98.000000
0.000000,27.000000,209109.000000,14.000000,0.000000,0.000000,35.000000
0.000000,30.000000,70377.000000,9.000000,0.000000,0.000000,40.000000
0.000000,43.000000,477983.000000,9.000000,0.000000,0.000000,40.000000
1.000000,44.000000,170924.000000,10.000000,7298.000000,0.000000,40.000000
0.000000,35.000000,190174.000000,10.000000,0.000000,0.000000,40.000000
0.000000,25.000000,193787.000000,10.000000,0.000000,0.000000,40.000000
1.000000,24.000000,279472.000000,10.000000,7298.000000,0.000000,48.000000
0.000000,22.000000,34918.000000,13.000000,0.000000,0.000000,15.000000
1.000000,42.000000,97688.000000,10.000000,5178.000000,0.000000,40.000000
0.000000,34.000000,175413.000000,12.000000,0.000000,0.000000,45.000000
0.000000,60.000000,173960.000000,13.000000,0.000000,0.000000,42.000000
0.000000,21.000000,205759.000000,9.000000,0.000000,0.000000,40.000000
1.000000,57.000000,425161.000000,14.000000,15024.000000,0.000000,40.000000
1.000000,41.000000,220531.000000,15.000000,0.000000,0.000000,60.000000
0.000000,50.000000,176609.000000,10.000000,0.000000,0.000000,45.000000
0.000000,25.000000,371987.000000,13.000000,0.000000,0.000000,40.000000
0.000000,50.000000,193884.000000,4.000000,0.000000,0.000000,40.000000
0.000000,36.000000,200352.000000,13.000000,0.000000,0.000000,45.000000
0.000000,31.000000,127595.000000,9.000000,0.000000,0.000000,40.000000
0.000000,29.000000,220419.000000,13.000000,0.000000,0.000000,56.000000
0.000000,21.000000,231931.000000,10.000000,0.000000,0.000000,45.000000
0.000000,27.000000,248402.000000,13.000000,0.000000,0.000000,40.000000
0.000000,65.000000,111095.000000,9.000000,0.000000,0.000000,16.000000
0.000000,37.000000,57424.000000,13.000000,0.000000,0.000000,60.000000
0.000000,39.000000,157443.000000,14.000000,3464.000000,0.000000,40.000000
0.000000,24.000000,278130.000000,9.000000,0.000000,0.000000,40.000000
0.000000,38.000000,169469.000000,9.000000,0.000000,0.000000,80.000000
1.000000,48.000000,146268.000000,13.000000,7688.000000,0.000000,40.000000
0.000000,21.000000,153718.000000,10.000000,0.000000,0.000000,25.000000
1.000000,31.000000,217460.000000,9.000000,0.000000,0.000000,45.000000
1.000000,55.000000,238638.000000,9.000000,4386.000000,0.000000,40.000000
0.000000,24.000000,303296.000000,10.000000,0.000000,0.000000,40.000000
0.000000,43.000000,173321.000000,9.000000,0.000000,0.000000,40.000000
0.000000,26.000000,193945.000000,12.000000,0.000000,0.000000,45.000000
0.000000,46.000000,83082.000000,12.000000,0.000000,0.000000,33.000000
1.000000,35.000000,193815.000000,12.000000,0.000000,0.000000,40.000000
1.000000,41.000000,34987.000000,10.000000,0.000000,0.000000,54.000000
0.000000,26.000000,59306.000000,13.000000,0.000000,0.000000,40.000000
1.000000,34.000000,142897.000000,14.000000,7298.000000,0.000000,35.000000
0.000000,19.000000,860348.000000,10.000000,0.000000,0.000000,25.000000
1.000000,36.000000,205607.000000,13.000000,0.000000,0.000000,40.000000
0.000000,22.000000,199698.000000,10.000000,0.000000,0.000000,15.000000
0.000000,24.000000,191954.000000,10.000000,0.000000,0.000000,40.000000
0.000000,77.000000,138714.000000,10.000000,0.000000,0.000000,40.000000
0.000000,22.000000,399087.000000,3.000000,0.000000,0.000000,40.000000
0.000000,29.000000,423158.000000,10.000000,0.000000,0.000000,40.000000
0.000000,62.000000,159841.000000,9.000000,0.000000,0.000000,24.000000
0.000000,39.000000,174308.000000,9.000000,0.000000,0.000000,40.000000
0.000000,43.000000,50356.000000,10.000000,0.000000,1485.000000,50.000000
0.000000,35.000000,186110.000000,9.000000,0.000000,0.000000,45.000000
0.000000,29.000000,200381.000000,7.000000,0.000000,0.000000,40.000000
0.000000,76.000000,174309.000000,14.000000,0.000000,0.000000,10.000000
0.000000,63.000000,78383.000000,9.000000,0.000000,0.000000,45.000000
0.000000,23.000000,211601.000000,11.000000,0.000000,0.000000,15.000000
1.000000,43.000000,187728.000000,10.000000,0.000000,1887.000000,50.000000
0.000000,58.000000,321171.000000,9.000000,0.000000,0.000000,40.000000
0.000000,66.000000,127921.000000,9.000000,2050.000000,0.000000,55.000000
0.000000,41.000000,206565.000000,10.000000,0.000000,0.000000,45.000000
0.000000,26.000000,224563.000000,13.000000,0.000000,0.000000,40.000000
0.000000,47.000000,178686.000000,11.000000,0.000000,0.000000,40.000000
0.000000,55.000000,98545.000000,6.000000,0.000000,0.000000,40.000000
0.000000,53.000000,242606.000000,9.000000,0.000000,0.000000,40.000000
0.000000,17.000000,270942.000000,3.000000,0.000000,0.000000,48.000000
0.000000,30.000000,94235.000000,9.000000,0.000000,0.000000,40.000000
0.000000,49.000000,71195.000000,14.000000,0.000000,0.000000,60.000000
0.000000,19.000000,104112.000000,9.000000,0.000000,0.000000,30.000000
0.000000,45.000000,261192.000000,9.000000,0.000000,0.000000,40.000000
0.000000,26.000000,94936.000000,12.000000,0.000000,0.000000,40.000000
1.000000,38.000000,296478.000000,11.000000,7298.000000,0.000000,40.000000
1.000000,36.000000,119272.000000,9.000000,7298.000000,0.000000,40.000000
0.000000,33.000000,85043.000000,9.000000,0.000000,0.000000,20.000000
0.000000,22.000000,293364.000000,10.000000,0.000000,0.000000,40.000000
0.000000,43.000000,241895.000000,13.000000,0.000000,0.000000,42.000000
0.000000,67.000000,36135.000000,7.000000,0.000000,0.000000,8.000000
0.000000,30.000000,151989.000000,11.000000,0.000000,0.000000,40.000000
0.000000,56.000000,101128.000000,12.000000,0.000000,0.000000,25.000000
0.000000,31.000000,156464.000000,13.000000,0.000000,0.000000,25.000000
1.000000,33.000000,117963.000000,13.000000,0.000000,0.000000,40.000000
0.000000,26.000000,192262.000000,9.000000,0.000000,0.000000,40.000000
1.000000,33.000000,111363.000000,13.000000,0.000000,0.000000,40.000000
0.000000,46.000000,329752.000000,7.000000,0.000000,0.000000,30.000000
1.000000,59.000000,372020.000000,13.000000,0.000000,0.000000,40.000000
1.000000,38.000000,95432.000000,9.000000,0.000000,0.000000,40.000000
0.000000,65.000000,161400.000000,7.000000,0.000000,0.000000,40.000000
1.000000,40.000000,96129.000000,11.000000,0.000000,0.000000,40.000000
0.000000,42.000000,111949.000000,9.000000,0.000000,0.000000,35.000000
0.000000,26.000000,117125.000000,5.000000,0.000000,0.000000,40.000000
0.000000,36.000000,348022.000000,6.000000,0.000000,0.000000,24.000000
1.000000,62.000000,270092.000000,14.000000,0.000000,0.000000,40.000000
0.000000,43.000000,180609.000000,13.000000,0.000000,0.000000,45.000000
1.000000,43.000000,174575.000000,13.000000,0.000000,1564.000000,45.000000
0.000000,22.000000,410439.000000,9.000000,0.000000,0.000000,55.000000
0.000000,28.000000,92262.000000,9.000000,0.000000,0.000000,40.000000
0.000000,56.000000,183081.000000,10.000000,0.000000,0.000000,45.000000
0.000000,22.000000,362589.000000,12.000000,0.000000,0.000000,15.000000
1.000000,57.000000,212448.000000,13.000000,0.000000,0.000000,45.000000
0.000000,39.000000,481060.000000,9.000000,0.000000,0.000000,40.000000
0.000000,26.000000,185885.000000,10.000000,0.000000,0.000000,15.000000
0.000000,17.000000,89821.000000,7.000000,0.000000,0.000000,10.000000
1.000000,40.000000,184018.000000,11.000000,0.000000,0.000000,38.000000
0.000000,45.000000,256649.000000,9.000000,0.000000,0.000000,40.000000
0.000000,44.000000,160323.000000,9.000000,0.000000,0.000000,40.000000
0.000000,20.000000,350845.000000,10.000000,0.000000,0.000000,10.000000
0.000000,33.000000,267404.000000,9.000000,0.000000,0.000000,40.000000
0.000000,23.000000,35633.000000,10.000000,0.000000,0.000000,40.000000
0.000000,46.000000,80914.000000,14.000000,0.000000,0.000000,30.000000
0.000000,38.000000,172927.000000,9.000000,0.000000,0.000000,50.000000
0.000000,54.000000,174319.000000,9.000000,0.000000,0.000000,40.000000
0.000000,46.000000,214955.000000,3.000000,0.000000,2339.000000,45.000000
0.000000,25.000000,344991.000000,10.000000,0.000000,0.000000,40.000000
0.000000,46.000000,108699.000000,10.000000,0.000000,0.000000,40.000000
0.000000,36.000000,117312.000000,10.000000,0.000000,0.000000,40.000000
